app_source_timestamp,app_targets_count,app_targets_up,burst_class,burst_score,cadvisor_up,controller_mode,cpu_source_timestamp,cpu_usage_cores,cpu_utilization_pct,current_rps,current_slo_violation,desired_replicas,error_rps,forecast_error,forecast_rps_horizon,git_commit,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,memory_bytes,memory_source_timestamp,pending_replicas,pod_start_events,random_seed,ready_replicas,restart_count,run_id,scaling_event,scaling_reason,scenario,snapshot_duration_s,strategy,success_rps,timestamp
1788686197.248,1.0,1.0,,,1.0,OFF,1788686195.097,0.035270921320194,14.1083685280776,9.753657621608106,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.38618288461466,2.746478873239437,7.21428571428571,9.442857142857145,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.07899999999972351,STATIC,9.753657621608106,1788686198.8253443
1788686199.249,1.0,1.0,,,1.0,OFF,1788686195.097,0.035270921320194,14.1083685280776,9.752438109527382,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.444723282052821,2.746478873239437,7.214285714285708,9.44285714285714,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.06300000000010186,STATIC,9.752438109527382,1788686200.5036871
1788686201.248,1.0,1.0,,,1.0,OFF,1788686195.097,0.035270921320194,14.1083685280776,9.753657621608106,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.552411641028788,2.954545454545455,8.374999999999996,9.675,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.125,STATIC,9.753657621608106,1788686202.4991803
1788686203.249,1.0,1.0,,,1.0,OFF,1788686195.097,0.035270921320194,14.1083685280776,9.875,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.7380695316477714,3.2916666666666665,8.960526315789473,9.792105263157893,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.06300000000010186,STATIC,9.875,1788686204.492513
1788686205.248,1.0,1.0,,,1.0,OFF,1788686195.097,,,9.875,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.73325868355189,3.1854838709677415,8.838235294117647,9.767647058823528,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.07800000000042928,STATIC,9.875,1788686206.489308
1788686207.249,1.0,1.0,,,1.0,OFF,1788686195.097,,,9.875,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.706321734183399,3.237704918032787,8.902777777777777,9.780555555555555,39550976.0,1788686195.097,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.06300000000010186,STATIC,9.875,1788686208.493515
1788686209.249,1.0,1.0,,,1.0,OFF,1788686208.682,0.04309333824070663,17.23733529628265,9.87376577927759,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.678744658235701,3.237704918032787,8.902777777777779,9.780555555555555,40091648.0,1788686208.682,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.06300000000010186,STATIC,9.87376577927759,1788686210.5005279
1788686211.249,1.0,1.0,,,1.0,OFF,1788686208.682,0.04309333824070663,17.23733529628265,9.875,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.557670202543013,2.9924242424242427,8.48076923076923,9.696153846153845,40091648.0,1788686208.682,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.125,STATIC,9.875,1788686212.4981143
1788686213.249,1.0,1.0,,,1.0,OFF,1788686208.682,0.04309333824070663,17.23733529628265,9.998750156230471,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.571802175006212,3.0769230769230775,8.666666666666666,9.733333333333334,40091648.0,1788686208.682,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.18800000000010186,STATIC,9.998750156230471,1788686214.490193
1788686215.249,1.0,1.0,,,1.0,OFF,1788686208.682,0.04309333824070663,17.23733529628265,10.125,False,1,0.0,,,65041cf21faeff60ce475751ceb26c3be7c5a514,4.600938209873844,3.1153846153846154,8.734375,9.746875,40091648.0,1788686208.682,0,0,240005,1,0,20260906T091638Z-obs-dc72d90d,False,,observability-smoke,0.04700000000048021,STATIC,10.125,1788686216.495356
